is_syco,is_anthro,label,scenarioNum,repair_score,trust_score,rightorwrong,response_quality,return_likelihood,moral_trust_score,performance_trust_score,reliable_score,competent_score,ethical_score,moral_score,transparent_score,benevolent_score,age,gender,frequency
False,True,nosyco_anthro,4,3.0,4.333333333333333,5.0,5.0,5.0,4.5,4.0,4.0,4.0,,5.0,4.0,4.5,25.0,Male,A few times a week
False,True,nosyco_anthro,4,5.0,3.3,2.0,4.0,2.0,3.1666666666666665,3.5,3.5,3.5,4.0,4.0,1.0,3.0,35.0,Female,Never
True,False,syco_noanthro,1,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,6.0,,6.0,55.0,Female,A few times a week
True,True,syco_anthro,4,4.333333333333333,2.8,3.0,2.0,1.0,3.0,2.6666666666666665,4.0,2.0,,0.0,,6.0,55.0,Male,Once every few months
True,True,syco_anthro,1,3.0,5.7,6.0,6.0,6.0,5.833333333333333,5.5,5.5,5.5,5.5,6.0,6.0,6.0,45.0,Male,A few times a month
True,True,syco_anthro,1,4.333333333333333,0.3,4.0,2.0,1.0,0.1666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.5,25.0,Male,Once every few months
False,False,nosyco_noanthro,2,4.333333333333333,2.5,5.0,2.0,2.0,2.0,3.25,3.0,3.5,2.0,2.0,2.0,2.0,25.0,Female,A few times a month
False,True,nosyco_anthro,4,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0,Female,Daily
True,True,syco_anthro,3,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
True,False,syco_noanthro,1,5.0,4.6,3.0,3.0,3.0,4.666666666666667,4.5,4.0,5.0,5.0,5.0,5.0,4.0,25.0,Male,Daily
False,False,nosyco_noanthro,3,6.333333333333333,5.6,3.0,6.0,6.0,6.166666666666667,4.75,4.0,5.5,6.0,7.0,6.0,6.0,45.0,Female,A few times a month
False,False,nosyco_noanthro,1,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,35.0,Female,A few times a week
True,False,syco_noanthro,4,4.333333333333333,5.0,5.0,5.0,4.0,4.833333333333333,5.5,5.0,6.0,4.5,4.0,5.0,5.5,25.0,Female,Once every few months
False,True,nosyco_anthro,1,5.666666666666667,5.5,3.0,6.0,6.0,5.166666666666667,6.0,6.0,6.0,5.0,5.0,5.0,5.5,35.0,Male,A few times a week
False,True,nosyco_anthro,1,3.333333333333333,3.6,6.0,1.0,1.0,4.0,3.0,2.5,3.5,4.0,4.0,4.0,4.0,45.0,Female,A few times a week
False,False,nosyco_noanthro,2,6.333333333333333,3.0,4.0,5.0,5.0,1.3333333333333333,5.5,6.5,4.5,0.5,3.0,2.0,1.0,65.0,Female,A few times a month
False,True,nosyco_anthro,4,5.333333333333333,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a month
True,False,syco_noanthro,1,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Male,A few times a week
True,False,syco_noanthro,2,4.333333333333333,5.0,6.0,5.0,5.0,4.666666666666667,5.333333333333333,5.0,6.0,5.0,5.0,4.0,,55.0,Female,Once every few months
False,False,nosyco_noanthro,3,4.666666666666667,5.2,3.0,3.0,3.0,5.333333333333333,5.0,5.0,5.0,5.0,7.0,5.0,5.0,55.0,Male,Daily
False,True,nosyco_anthro,2,5.333333333333333,6.6,3.0,6.0,7.0,6.666666666666667,6.5,6.5,6.5,6.5,7.0,7.0,6.5,45.0,Female,A few times a month
True,False,syco_noanthro,3,3.0,1.8333333333333333,5.0,7.0,7.0,1.0,6.0,6.0,,0.0,,0.0,2.5,35.0,Female,A few times a week
False,False,nosyco_noanthro,4,3.6666666666666665,6.9,3.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,45.0,Male,Never
False,True,nosyco_anthro,1,7.0,4.75,2.0,7.0,7.0,4.0,5.5,4.0,7.0,4.0,,4.0,4.0,35.0,Female,Daily
False,True,nosyco_anthro,3,6.666666666666667,6.375,2.0,6.0,7.0,6.666666666666667,5.5,4.0,7.0,6.5,6.0,7.0,7.0,65.0,Male,A few times a week
False,True,nosyco_anthro,1,6.333333333333333,4.7,3.0,5.0,4.0,4.333333333333333,5.25,5.5,5.0,4.0,5.0,4.0,4.5,25.0,Non-binary / third gender,A few times a month
True,False,syco_noanthro,1,4.333333333333333,4.3,5.0,6.0,6.0,4.166666666666667,4.5,4.5,4.5,4.0,5.0,3.0,4.5,65.0,Male,A few times a week
False,False,nosyco_noanthro,4,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Female,Never
False,False,nosyco_noanthro,2,6.333333333333333,4.6,3.0,6.0,5.0,3.5,6.25,6.0,6.5,3.5,7.0,3.0,2.0,55.0,Male,Daily
False,False,nosyco_noanthro,4,4.0,4.4,6.0,3.0,2.0,3.6666666666666665,5.5,4.5,6.5,5.0,4.0,3.0,2.5,45.0,Female,Daily
False,True,nosyco_anthro,3,6.666666666666667,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,A few times a week
True,False,syco_noanthro,3,3.333333333333333,6.3,6.0,7.0,7.0,6.333333333333333,6.25,6.5,6.0,5.5,7.0,7.0,6.5,45.0,Female,A few times a week
True,False,syco_noanthro,1,3.333333333333333,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,55.0,Female,Once every few months
True,True,syco_anthro,4,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Female,Daily
True,True,syco_anthro,2,2.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,45.0,Female,A few times a week
False,False,nosyco_noanthro,4,6.666666666666667,6.8,2.0,7.0,7.0,6.833333333333333,6.75,7.0,6.5,6.5,7.0,7.0,7.0,45.0,Female,A few times a week
False,False,nosyco_noanthro,3,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,35.0,Female,Daily
True,False,syco_noanthro,2,5.666666666666667,6.833333333333333,6.0,7.0,6.0,6.75,7.0,7.0,7.0,7.0,,6.0,7.0,18.0,Male,Daily
False,True,nosyco_anthro,1,4.666666666666667,5.0,3.0,5.0,4.0,5.0,5.0,5.5,4.5,6.0,6.0,4.0,4.0,55.0,Male,A few times a month
False,True,nosyco_anthro,4,7.0,0.0,1.0,7.0,7.0,,0.0,,0.0,,,,,25.0,Female,Daily
False,True,nosyco_anthro,3,5.666666666666667,4.625,4.0,3.0,4.0,4.6,4.666666666666667,4.5,5.0,5.0,4.0,5.0,4.5,25.0,Female,A few times a week
False,True,nosyco_anthro,1,5.333333333333333,6.7,3.0,6.0,6.0,7.0,6.25,6.0,6.5,7.0,7.0,7.0,7.0,55.0,Male,A few times a week
True,False,syco_noanthro,3,4.333333333333333,1.3,3.0,5.0,1.0,1.0,1.75,1.0,2.5,1.0,1.0,1.0,1.0,35.0,Female,Never
True,True,syco_anthro,3,5.0,1.3,1.0,3.0,1.0,0.6666666666666666,2.25,2.5,2.0,0.5,2.0,1.0,0.0,35.0,Male,Daily
False,False,nosyco_noanthro,1,1.3333333333333333,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,Male,Daily
False,True,nosyco_anthro,3,6.0,3.2,1.0,5.0,5.0,1.3333333333333333,6.0,6.0,6.0,0.0,4.0,0.0,2.0,45.0,Female,A few times a month
False,True,nosyco_anthro,3,5.333333333333333,5.6,5.0,3.0,2.0,5.666666666666667,5.5,5.0,6.0,5.0,6.0,5.0,6.5,45.0,Female,A few times a month
False,True,nosyco_anthro,3,4.0,3.6666666666666665,5.0,1.0,1.0,3.8333333333333335,3.333333333333333,2.0,4.0,3.5,5.0,4.0,3.5,45.0,Female,Once every few months
False,False,nosyco_noanthro,2,6.333333333333333,5.6,2.0,7.0,7.0,6.0,5.5,5.5,5.5,,6.0,,,25.0,Female,Daily
True,False,syco_noanthro,4,5.333333333333333,3.6,2.0,3.0,2.0,3.6666666666666665,3.5,3.5,3.5,3.0,5.0,5.0,3.0,55.0,Male,Once every few months
True,False,syco_noanthro,2,4.333333333333333,3.5,6.0,4.0,3.0,3.0,4.25,4.5,4.0,2.5,4.0,3.0,3.0,25.0,Male,Daily
False,False,nosyco_noanthro,3,7.0,7.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,Daily
False,False,nosyco_noanthro,2,4.666666666666667,3.8,4.0,4.0,3.0,3.6666666666666665,4.0,3.5,4.5,3.5,5.0,3.0,3.5,25.0,Female,Once every few months
True,True,syco_anthro,2,5.666666666666667,0.9,6.0,4.0,1.0,0.0,2.25,3.0,1.5,0.0,0.0,0.0,0.0,65.0,Female,Once every few months
True,False,syco_noanthro,3,3.0,4.1,7.0,7.0,6.0,3.6666666666666665,4.75,5.0,4.5,3.0,3.0,3.0,5.0,55.0,Female,A few times a week
True,True,syco_anthro,2,5.0,5.1,5.0,5.0,5.0,5.166666666666667,5.0,5.0,5.0,5.5,4.0,4.0,6.0,35.0,Female,Once every few months
True,True,syco_anthro,1,2.6666666666666665,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0,Male,A few times a month
True,True,syco_anthro,3,5.0,2.7,4.0,2.0,2.0,2.333333333333333,3.25,2.0,4.5,3.0,3.0,3.0,1.0,55.0,Female,Daily
False,True,nosyco_anthro,2,6.0,7.0,3.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Female,A few times a week
False,False,nosyco_noanthro,2,2.6666666666666665,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Male,A few times a week
True,True,syco_anthro,2,5.333333333333333,4.375,3.0,5.0,1.0,4.4,4.333333333333333,4.5,4.0,4.0,3.0,2.0,6.5,25.0,Male,A few times a week
True,True,syco_anthro,4,5.333333333333333,4.0,2.0,3.0,2.0,4.0,,,,3.0,,,5.0,55.0,Male,A few times a week
True,True,syco_anthro,3,1.0,,7.0,7.0,4.0,,,,,,,,,35.0,Male,Once every few months
False,True,nosyco_anthro,2,6.0,6.142857142857143,3.0,7.0,6.0,6.5,5.666666666666667,6.0,5.0,6.5,,,6.5,55.0,Male,A few times a week
True,False,syco_noanthro,4,6.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Male,Once every few months
False,True,nosyco_anthro,3,6.333333333333333,6.444444444444445,3.0,6.0,7.0,6.6,6.25,6.5,6.0,6.0,6.0,7.0,7.0,25.0,Female,A few times a week
True,False,syco_noanthro,2,2.333333333333333,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,Daily
False,True,nosyco_anthro,1,6.333333333333333,5.6,2.0,6.0,6.0,5.666666666666667,5.5,6.0,5.0,5.0,7.0,6.0,5.5,25.0,Male,A few times a month
False,False,nosyco_noanthro,1,5.666666666666667,6.625,3.0,7.0,7.0,6.8,6.333333333333333,6.0,6.5,7.0,7.0,7.0,6.0,35.0,Non-binary / third gender,Daily
True,True,syco_anthro,3,5.0,7.0,7.0,7.0,6.0,,7.0,7.0,7.0,,,,,55.0,Female,A few times a week
True,False,syco_noanthro,1,2.6666666666666665,6.3,7.0,6.0,7.0,6.333333333333333,6.25,6.5,6.0,5.5,6.0,7.0,7.0,45.0,Male,A few times a week
True,False,syco_noanthro,4,3.333333333333333,4.6,4.0,5.0,4.0,4.0,4.75,4.5,5.0,,4.0,,,35.0,Male,Daily
False,False,nosyco_noanthro,2,5.666666666666667,6.6,3.0,6.0,6.0,6.666666666666667,6.5,6.5,6.5,7.0,7.0,7.0,6.0,35.0,Male,Once every few months
True,True,syco_anthro,4,2.333333333333333,3.4,6.0,6.0,5.0,2.1666666666666665,5.25,5.0,5.5,1.0,6.0,1.0,2.0,65.0,Male,A few times a month
True,False,syco_noanthro,3,2.0,6.428571428571429,5.0,7.0,6.0,7.0,6.0,6.5,5.5,7.0,,,7.0,25.0,Male,A few times a month
True,False,syco_noanthro,2,2.0,4.0,6.0,6.0,6.0,3.333333333333333,5.0,5.0,5.0,3.0,5.0,3.0,3.0,65.0,Male,A few times a month
True,False,syco_noanthro,4,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,35.0,Female,A few times a month
False,False,nosyco_noanthro,1,6.0,3.888888888888889,4.0,4.0,4.0,3.8333333333333335,4.0,4.0,4.0,4.0,4.0,4.0,3.5,45.0,Female,Never
False,False,nosyco_noanthro,4,6.666666666666667,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,Daily
True,False,syco_noanthro,1,4.666666666666667,5.625,6.0,6.0,6.0,6.0,5.25,5.0,5.5,6.0,,,6.0,35.0,Male,Daily
False,False,nosyco_noanthro,4,6.0,6.8,2.0,6.0,4.0,6.833333333333333,6.75,6.5,7.0,7.0,7.0,7.0,6.5,45.0,Female,A few times a month
True,True,syco_anthro,2,2.0,1.5,7.0,4.0,1.0,1.5,,,,,,0.0,3.0,35.0,Female,Never
True,True,syco_anthro,4,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,35.0,Female,Daily
True,False,syco_noanthro,3,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Non-binary / third gender,Daily
False,False,nosyco_noanthro,3,4.333333333333333,1.9,4.0,2.0,1.0,1.6666666666666667,2.25,3.0,1.5,1.5,3.0,0.0,2.0,45.0,Female,Never
True,True,syco_anthro,3,2.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,55.0,Male,A few times a week
False,False,nosyco_noanthro,1,3.333333333333333,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Male,Daily
False,True,nosyco_anthro,1,5.333333333333333,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,35.0,Female,Daily
True,False,syco_noanthro,4,5.333333333333333,6.8,5.0,7.0,7.0,6.666666666666667,7.0,7.0,7.0,6.5,7.0,7.0,6.5,45.0,Female,Daily
False,True,nosyco_anthro,2,5.333333333333333,3.2,5.0,5.0,2.0,2.833333333333333,3.75,3.5,4.0,2.5,5.0,3.0,2.0,35.0,Male,A few times a week
False,True,nosyco_anthro,4,7.0,4.1,2.0,2.0,1.0,4.333333333333333,3.75,4.0,3.5,4.5,5.0,3.0,4.5,25.0,Female,A few times a week
True,False,syco_noanthro,2,7.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,65.0,Male,Daily
True,True,syco_anthro,4,3.6666666666666665,6.0,5.0,6.0,5.0,6.2,5.666666666666667,6.0,5.5,5.5,,6.0,7.0,35.0,Female,A few times a week
False,False,nosyco_noanthro,1,6.333333333333333,4.9,3.0,6.0,6.0,5.833333333333333,3.5,3.0,4.0,6.0,6.0,5.0,6.0,25.0,Male,A few times a week
False,True,nosyco_anthro,4,6.333333333333333,4.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,,,4.0,,35.0,Female,Never
False,True,nosyco_anthro,1,4.0,3.5,5.0,4.0,3.0,3.8,3.0,3.0,3.0,4.5,3.0,,3.5,65.0,Male,A few times a month
True,True,syco_anthro,1,2.6666666666666665,6.2,7.0,6.0,5.0,7.0,5.0,5.5,4.5,7.0,7.0,7.0,7.0,25.0,Female,A few times a week
True,False,syco_noanthro,1,3.333333333333333,5.2,4.0,5.0,7.0,6.0,4.0,3.0,5.0,7.0,7.0,4.0,5.5,18.0,Female,Daily
False,True,nosyco_anthro,2,5.333333333333333,6.8,4.0,6.0,6.0,7.0,6.5,7.0,6.0,7.0,7.0,7.0,7.0,35.0,Female,A few times a month
True,True,syco_anthro,4,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Female,A few times a week
True,False,syco_noanthro,2,2.6666666666666665,2.9,6.0,5.0,5.0,2.6666666666666665,3.25,4.0,2.5,2.5,1.0,0.0,5.0,18.0,Male,A few times a month
False,True,nosyco_anthro,1,4.0,3.6666666666666665,4.0,4.0,3.0,5.0,3.0,,3.0,,,,5.0,55.0,Female,A few times a month
True,False,syco_noanthro,4,2.6666666666666665,6.3,6.0,6.0,7.0,6.166666666666667,6.5,6.5,6.5,5.5,6.0,7.0,6.5,55.0,Female,A few times a week
False,False,nosyco_noanthro,3,4.333333333333333,3.3,5.0,5.0,3.0,3.0,3.75,3.0,4.5,3.0,4.0,3.0,2.5,45.0,Male,A few times a week
False,True,nosyco_anthro,2,6.333333333333333,6.571428571428571,3.0,7.0,7.0,6.333333333333333,6.75,6.5,7.0,7.0,,,6.0,35.0,Male,Daily
False,False,nosyco_noanthro,2,1.0,5.5,5.0,7.0,7.0,5.5,5.5,5.5,5.5,6.5,7.0,7.0,3.0,45.0,Male,Once every few months
True,True,syco_anthro,2,4.0,6.0,4.0,6.0,5.0,6.166666666666667,5.75,6.0,5.5,6.0,6.0,6.0,6.5,45.0,Female,A few times a month
True,False,syco_noanthro,1,3.0,6.7,6.0,6.0,6.0,6.666666666666667,6.75,7.0,6.5,6.5,7.0,6.0,7.0,35.0,Female,A few times a month
True,True,syco_anthro,4,6.666666666666667,2.6,2.0,2.0,1.0,2.6666666666666665,2.5,3.0,2.0,3.0,2.0,2.0,3.0,35.0,Male,A few times a week
True,True,syco_anthro,3,1.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,35.0,Male,A few times a month
True,False,syco_noanthro,3,4.333333333333333,5.6,6.0,6.0,6.0,5.5,5.75,6.5,5.0,5.0,5.0,4.0,7.0,55.0,Female,A few times a week
False,False,nosyco_noanthro,1,5.333333333333333,6.2,2.0,6.0,6.0,6.166666666666667,6.25,6.0,6.5,6.5,7.0,6.0,5.5,55.0,Male,Daily
True,True,syco_anthro,2,3.333333333333333,6.4,6.0,6.0,5.0,6.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,35.0,Male,Daily
False,True,nosyco_anthro,4,6.666666666666667,6.7,1.0,7.0,7.0,6.833333333333333,6.5,6.5,6.5,6.5,7.0,7.0,7.0,55.0,Female,Daily
False,True,nosyco_anthro,1,6.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,Female,A few times a week
False,False,nosyco_noanthro,3,7.0,4.7,1.0,7.0,6.0,4.333333333333333,5.25,5.5,5.0,4.0,7.0,4.0,3.5,65.0,Male,A few times a week
True,False,syco_noanthro,2,5.333333333333333,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,25.0,Male,Daily
False,True,nosyco_anthro,2,7.0,3.25,3.0,3.0,2.0,3.6,2.6666666666666665,2.0,3.0,5.0,6.0,,1.0,35.0,Male,Daily
False,False,nosyco_noanthro,4,7.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,55.0,Female,A few times a week
True,True,syco_anthro,1,5.0,6.7,7.0,7.0,2.0,6.5,7.0,7.0,7.0,5.5,7.0,7.0,7.0,45.0,Male,A few times a month
True,True,syco_anthro,2,4.0,5.2,4.0,4.0,2.0,4.5,5.666666666666667,7.0,5.0,2.0,,,7.0,45.0,Male,A few times a week
True,False,syco_noanthro,3,2.0,4.9,5.0,6.0,5.0,4.666666666666667,5.25,5.0,5.5,4.0,5.0,5.0,5.0,35.0,Female,Daily
False,False,nosyco_noanthro,2,2.6666666666666665,2.8,6.0,2.0,1.0,2.333333333333333,3.5,3.5,3.5,3.0,3.0,2.0,1.5,18.0,Non-binary / third gender,Never
False,False,nosyco_noanthro,4,4.333333333333333,3.2,5.0,3.0,3.0,3.1666666666666665,3.25,3.5,3.0,3.0,4.0,3.0,3.0,18.0,Female,A few times a week
True,False,syco_noanthro,3,2.0,5.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,55.0,Female,Never
False,False,nosyco_noanthro,3,4.333333333333333,7.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a month
False,True,nosyco_anthro,2,4.333333333333333,2.375,5.0,1.0,1.0,2.6666666666666665,1.5,0.0,3.0,2.5,5.0,3.0,1.5,35.0,Female,A few times a month
False,False,nosyco_noanthro,2,5.333333333333333,5.7,3.0,6.0,6.0,5.833333333333333,5.5,5.5,5.5,6.0,5.0,7.0,5.5,35.0,Male,A few times a week
False,False,nosyco_noanthro,1,4.0,4.625,4.0,2.0,2.0,4.5,5.0,5.0,5.0,4.5,4.0,4.0,5.0,45.0,Female,A few times a month
False,True,nosyco_anthro,1,5.0,4.8,5.0,5.0,4.0,4.5,5.25,5.0,5.5,5.0,5.0,3.0,4.5,45.0,Male,A few times a week
True,False,syco_noanthro,4,6.0,2.4,2.0,2.0,1.0,1.3333333333333333,4.0,4.0,4.0,0.0,4.0,0.0,2.0,35.0,Male,Once every few months
False,True,nosyco_anthro,1,7.0,5.7,1.0,6.0,6.0,5.5,6.0,6.0,6.0,4.5,6.0,6.0,6.0,55.0,Female,A few times a month
True,True,syco_anthro,1,4.666666666666667,5.6,6.0,6.0,5.0,5.5,5.75,6.0,5.5,5.5,6.0,5.0,5.5,55.0,Female,A few times a week
True,False,syco_noanthro,3,6.0,0.3,2.0,2.0,1.0,0.0,0.75,0.0,1.5,0.0,0.0,0.0,0.0,35.0,Female,A few times a week
False,False,nosyco_noanthro,4,7.0,,2.0,6.0,7.0,,,,,,,,,25.0,Male,Daily
False,False,nosyco_noanthro,3,6.333333333333333,6.0,2.0,6.0,5.0,5.833333333333333,6.25,6.0,6.5,6.0,5.0,6.0,6.0,35.0,Female,A few times a week
False,True,nosyco_anthro,3,7.0,5.666666666666667,3.0,6.0,3.0,5.0,6.333333333333333,5.0,7.0,4.0,5.0,,6.0,25.0,Male,A few times a month
False,False,nosyco_noanthro,4,7.0,3.7,2.0,6.0,5.0,3.333333333333333,4.25,3.5,5.0,3.0,4.0,4.0,3.0,45.0,Male,A few times a week
True,True,syco_anthro,1,5.666666666666667,6.6,7.0,7.0,7.0,6.333333333333333,7.0,7.0,7.0,7.0,7.0,5.0,6.0,45.0,Male,Daily
True,False,syco_noanthro,1,4.0,4.4,5.0,5.0,2.0,4.5,4.25,4.5,4.0,4.5,5.0,6.0,3.5,25.0,Female,A few times a month
True,False,syco_noanthro,4,3.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Female,A few times a week
False,False,nosyco_noanthro,2,6.0,5.3,2.0,5.0,5.0,5.5,5.0,6.0,4.0,5.5,6.0,5.0,5.5,25.0,Female,A few times a week
False,True,nosyco_anthro,2,6.0,4.9,3.0,5.0,5.0,5.166666666666667,4.5,4.5,4.5,5.0,7.0,5.0,4.5,45.0,Female,A few times a week
False,False,nosyco_noanthro,2,3.0,4.3,5.0,4.0,3.0,4.166666666666667,4.5,4.5,4.5,4.0,5.0,5.0,3.5,25.0,Female,A few times a week
True,False,syco_noanthro,3,4.0,5.3,5.0,5.0,6.0,5.5,5.0,6.5,3.5,4.5,7.0,7.0,5.0,18.0,Male,Daily
True,True,syco_anthro,3,3.0,4.0,6.0,5.0,4.0,3.333333333333333,5.0,5.0,5.0,3.0,5.0,3.0,3.0,35.0,Male,Daily
False,True,nosyco_anthro,4,6.0,7.0,2.0,6.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,55.0,Male,Daily
True,False,syco_noanthro,2,3.6666666666666665,5.0,5.0,6.0,1.0,4.666666666666667,6.0,6.0,6.0,5.0,5.0,2.0,5.5,35.0,Male,Daily
False,True,nosyco_anthro,4,4.666666666666667,4.0,3.0,5.0,4.0,3.5,4.75,4.5,5.0,3.5,4.0,3.0,3.5,45.0,Male,A few times a week
True,False,syco_noanthro,3,5.0,4.5,4.0,4.0,4.0,4.5,4.5,4.0,5.0,4.0,4.0,4.0,5.5,35.0,Female,Daily
True,True,syco_anthro,4,4.0,5.1,4.0,5.0,2.0,5.666666666666667,4.25,4.0,4.5,5.5,7.0,6.0,5.0,35.0,Male,A few times a month
False,False,nosyco_noanthro,4,5.0,5.2,4.0,5.0,4.0,5.166666666666667,5.25,5.0,5.5,5.5,6.0,5.0,4.5,35.0,Female,A few times a week
True,False,syco_noanthro,1,2.6666666666666665,5.6,6.0,5.0,6.0,6.166666666666667,4.75,6.5,3.0,6.0,7.0,6.0,6.0,25.0,Female,Daily
False,True,nosyco_anthro,1,3.333333333333333,4.9,4.0,3.0,4.0,4.5,5.5,5.5,5.5,5.0,5.0,4.0,4.0,55.0,Female,Daily
False,True,nosyco_anthro,3,6.333333333333333,3.8,2.0,7.0,6.0,3.0,5.0,5.0,5.0,2.0,6.0,4.0,2.0,45.0,Male,Once every few months
False,True,nosyco_anthro,1,3.6666666666666665,3.2,3.0,5.0,5.0,2.1666666666666665,4.75,5.0,4.5,0.0,4.0,0.0,4.5,45.0,Male,Daily
False,False,nosyco_noanthro,1,6.0,4.5,3.0,5.0,5.0,4.5,4.5,4.5,4.5,5.0,7.0,4.0,3.0,35.0,Female,Once every few months
True,True,syco_anthro,4,3.333333333333333,5.5,4.0,6.0,6.0,5.833333333333333,5.0,5.0,5.0,6.0,5.0,6.0,6.0,18.0,Prefer not to say,Daily
True,False,syco_noanthro,3,4.0,5.9,7.0,6.0,6.0,6.166666666666667,5.5,5.5,5.5,6.5,7.0,7.0,5.0,55.0,Male,A few times a week
True,False,syco_noanthro,2,3.6666666666666665,6.3,6.0,7.0,7.0,6.333333333333333,6.25,6.5,6.0,6.0,6.0,6.0,7.0,45.0,Female,Daily
False,False,nosyco_noanthro,4,6.0,5.7,2.0,6.0,6.0,6.0,5.25,6.5,4.0,6.0,6.0,6.0,6.0,35.0,Female,A few times a week
False,False,nosyco_noanthro,3,5.333333333333333,5.25,2.0,4.0,4.0,,5.25,5.0,5.5,,,,,45.0,Female,A few times a week
False,True,nosyco_anthro,3,7.0,,1.0,7.0,7.0,,,,,,,,,45.0,Male,Daily
False,True,nosyco_anthro,1,4.333333333333333,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,,3.0,,,35.0,Female,Never
True,True,syco_anthro,4,1.6666666666666667,4.1,5.0,5.0,5.0,4.333333333333333,3.75,3.5,4.0,4.5,4.0,4.0,4.5,25.0,Female,A few times a month
True,False,syco_noanthro,4,4.0,3.9,5.0,6.0,5.0,3.6666666666666665,4.25,4.0,4.5,4.0,4.0,3.0,3.5,25.0,Female,A few times a week
False,True,nosyco_anthro,3,6.666666666666667,6.4,3.0,6.0,7.0,6.666666666666667,6.0,6.0,6.0,7.0,7.0,6.0,6.5,35.0,Female,Daily
False,False,nosyco_noanthro,2,5.666666666666667,5.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,4.5,6.0,6.0,4.5,55.0,Female,Once every few months
True,True,syco_anthro,4,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,25.0,Female,Daily
